"Age","Primary.streaming.service","Hours.per.day","While.working","Instrumentalist","Composer","Fav.genre","Exploratory","Foreign.languages","BPM","Frequency..Classical.","Frequency..Country.","Frequency..EDM.","Frequency..Folk.","Frequency..Gospel.","Frequency..Hip.hop.","Frequency..Jazz.","Frequency..K.pop.","Frequency..Latin.","Frequency..Lofi.","Frequency..Metal.","Frequency..Pop.","Frequency..R.B.","Frequency..Rap.","Frequency..Rock.","Frequency..Video.game.music.","Anxiety","Depression","Insomnia","OCD","Music.effects"
55,"YouTube Music",15,"Yes","No","No","Rock","No","No",156,"Rarely","Never","Never","Very frequently","Never","Never","Sometimes","Never","Rarely","Never","Never","Rarely","Never","Never","Very frequently","Never",2,0,3,0,"No effect"
48,"Spotify",1.5,"Yes","Yes","No","Metal","No","No",185,"Rarely","Never","Rarely","Never","Never","Never","Rarely","Never","Never","Never","Sometimes","Never","Rarely","Never","Rarely","Rarely",10,8,0,4,"Improve"
14,"Spotify",2,"Yes","Yes","No","K pop","Yes","Yes",114,"Sometimes","Never","Rarely","Never","Never","Sometimes","Sometimes","Very frequently","Never","Sometimes","Never","Rarely","Rarely","Rarely","Never","Rarely",4,4,2,2,"Improve"
18,"Spotify",3,"Yes","Yes","No","Pop","Yes","Yes",120,"Sometimes","Never","Sometimes","Rarely","Never","Very frequently","Sometimes","Very frequently","Very frequently","Sometimes","Rarely","Very frequently","Very frequently","Very frequently","Sometimes","Sometimes",7,8,6,2,"Improve"
25,"Spotify",1,"Yes","No","No","Pop","Yes","Yes",80,"Very frequently","Rarely","Rarely","Rarely","Never","Sometimes","Sometimes","Never","Never","Rarely","Very frequently","Very frequently","Rarely","Sometimes","Sometimes","Sometimes",7,6,5,5,"Improve"
71,"I do not use a streaming service.",0.25,"Yes","No","No","Gospel","No","Yes",100.975771879776,"Sometimes","Rarely","Never","Rarely","Sometimes","Never","Never","Never","Sometimes","Never","Never","Rarely","Rarely","Never","Rarely","Never",1,0,0,0,"Improve"
60,"YouTube Music",1,"No","Yes","Yes","Gospel","No","No",89.0911223199126,"Sometimes","Rarely","Never","Never","Very frequently","Rarely","Never","Never","Never","Never","Never","Never","Never","Rarely","Rarely","Never",6,2,8,0,"Improve"
18,"I do not use a streaming service.",1,"Yes","No","Yes","Video game music","No","No",116,"Rarely","Rarely","Sometimes","Sometimes","Never","Rarely","Sometimes","Never","Never","Never","Sometimes","Never","Rarely","Sometimes","Sometimes","Very frequently",4,5,7,0,"No effect"
19,"Spotify",5,"Yes","No","No","Hip hop","No","Yes",99,"Rarely","Very frequently","Sometimes","Rarely","Rarely","Very frequently","Never","Rarely","Very frequently","Never","Rarely","Sometimes","Sometimes","Very frequently","Rarely","Sometimes",10,7,0,0,"Improve"
74,"I do not use a streaming service.",1,"No","No","No","Pop","No","No",129,"Rarely","Very frequently","Never","Sometimes","Sometimes","Never","Rarely","Never","Sometimes","Never","Never","Very frequently","Sometimes","Never","Sometimes","Never",4,2,1,0,"Improve"
36,"Pandora",1,"Yes","No","No","Hip hop","No","No",131,"Sometimes","Never","Never","Never","Never","Very frequently","Never","Never","Never","Never","Never","Very frequently","Sometimes","Sometimes","Sometimes","Never",7,6,2,3,"Improve"
14,"Spotify",7,"Yes","No","No","Lofi","Yes","Yes",95,"Never","Never","Never","Never","Never","Sometimes","Never","Never","Never","Very frequently","Never","Very frequently","Never","Sometimes","Never","Rarely",3,2,8,0,"Improve"
20,"Spotify",3,"No","Yes","Yes","Hip hop","Yes","Yes",80,"Very frequently","Rarely","Rarely","Sometimes","Never","Very frequently","Sometimes","Never","Sometimes","Rarely","Rarely","Sometimes","Sometimes","Very frequently","Very frequently","Rarely",10,7,4,3,"Improve"
15,"Spotify",3,"Yes","No","No","K pop","Yes","Yes",204,"Rarely","Never","Rarely","Never","Never","Very frequently","Sometimes","Very frequently","Never","Never","Never","Rarely","Sometimes","Very frequently","Sometimes","Very frequently",4,0,0,0,"No effect"
19,"I do not use a streaming service.",7,"Yes","No","No","Rock","No","No",128,"Sometimes","Rarely","Never","Rarely","Never","Never","Sometimes","Never","Never","Never","Rarely","Never","Never","Never","Very frequently","Sometimes",7,7,0,0,"Improve"
29,"Spotify",8,"Yes","No","No","EDM","No","Yes",140,"Rarely","Sometimes","Very frequently","Sometimes","Never","Sometimes","Rarely","Never","Never","Rarely","Sometimes","Never","Never","Very frequently","Very frequently","Very frequently",6,7,4,1,"Improve"
24,"Spotify",2,"Yes","No","No","Metal","Yes","No",159,"Never","Rarely","Very frequently","Sometimes","Very frequently","Never","Never","Never","Never","Rarely","Very frequently","Rarely","Never","Never","Sometimes","Rarely",7,6,2,7,"Improve"
18,"Apple Music",2,"Yes","No","No","Pop","Yes","Yes",104,"Rarely","Rarely","Rarely","Rarely","Rarely","Very frequently","Rarely","Rarely","Sometimes","Rarely","Sometimes","Very frequently","Very frequently","Very frequently","Very frequently","Never",6,5,8,0,"Improve"
21,"Spotify",2,"Yes","No","No","Rock","Yes","Yes",97,"Sometimes","Never","Never","Sometimes","Never","Rarely","Rarely","Rarely","Never","Rarely","Never","Very frequently","Rarely","Rarely","Very frequently","Rarely",10,10,2,3,"Improve"
19,"Spotify",2,"Yes","No","No","K pop","Yes","Yes",80,"Rarely","Never","Rarely","Never","Never","Sometimes","Sometimes","Very frequently","Never","Sometimes","Never","Sometimes","Very frequently","Rarely","Sometimes","Sometimes",7,6,5,1,"Improve"
25,"Spotify",4,"No","No","No","Video game music","Yes","Yes",134,"Sometimes","Never","Never","Rarely","Rarely","Never","Never","Rarely","Very frequently","Never","Never","Very frequently","Sometimes","Never","Never","Very frequently",3,0,0,0,"Improve"
28,"Spotify",8,"Yes","No","No","Rock","Yes","Yes",109.038313985535,"Rarely","Rarely","Rarely","Sometimes","Rarely","Sometimes","Sometimes","Rarely","Rarely","Very frequently","Rarely","Very frequently","Sometimes","Sometimes","Very frequently","Sometimes",8,2,1,0,"No effect"
27,"Other streaming service",4,"Yes","No","No","Rap","Yes","No",135,"Rarely","Never","Never","Never","Never","Sometimes","Rarely","Sometimes","Never","Sometimes","Never","Rarely","Never","Very frequently","Rarely","Rarely",7,6,6,5,"Improve"
60,"Spotify",1,"No","No","No","Rock","Yes","No",129,"Sometimes","Rarely","Never","Sometimes","Never","Never","Sometimes","Never","Never","Never","Never","Rarely","Rarely","Never","Sometimes","Never",3,2,5,0,"No effect"
25,"YouTube Music",5,"No","No","No","Metal","No","Yes",136.673079065529,"Rarely","Rarely","Never","Rarely","Never","Never","Never","Never","Never","Never","Very frequently","Sometimes","Never","Never","Sometimes","Rarely",8,2,1,0,"Improve"
60,"Other streaming service",2,"Yes","No","No","Rock","No","No",130.070364408023,"Rarely","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Sometimes","Rarely","Sometimes","Never","Very frequently","Never",7,7,2,4,"Improve"
43,"Other streaming service",1,"No","No","No","Country","No","No",110,"Never","Very frequently","Never","Never","Never","Rarely","Never","Never","Never","Never","Never","Sometimes","Never","Never","Rarely","Never",5,1,1,1,"Improve"
51,"I do not use a streaming service.",5,"Yes","No","No","Rock","No","No",180,"Sometimes","Rarely","Never","Sometimes","Never","Never","Rarely","Never","Never","Never","Sometimes","Rarely","Rarely","Never","Very frequently","Rarely",1,2,1,0,"No effect"
63,"YouTube Music",8,"Yes","No","No","Rock","Yes","No",70,"Sometimes","Sometimes","Rarely","Rarely","Never","Never","Rarely","Never","Rarely","Rarely","Never","Sometimes","Rarely","Never","Sometimes","Never",2,1,2,2,"Improve"
64,"YouTube Music",2,"Yes","No","No","Classical","No","No",116.769874034996,"Very frequently","Never","Rarely","Very frequently","Never","Rarely","Rarely","Never","Rarely","Rarely","Never","Very frequently","Rarely","Never","Rarely","Never",5,2,4,0,"Improve"
22,"Spotify",2,"Yes","No","No","Pop","No","No",116.482321257968,"Sometimes","Rarely","Sometimes","Sometimes","Rarely","Sometimes","Never","Rarely","Never","Very frequently","Rarely","Very frequently","Rarely","Sometimes","Sometimes","Rarely",7,2,1,0,"Improve"
24,"YouTube Music",1,"Yes","No","No","Folk","No","Yes",103,"Sometimes","Never","Very frequently","Very frequently","Rarely","Sometimes","Sometimes","Rarely","Rarely","Very frequently","Rarely","Sometimes","Rarely","Sometimes","Very frequently","Very frequently",10,10,7,8,"Improve"
19,"Spotify",8,"Yes","No","No","Pop","Yes","Yes",99,"Rarely","Sometimes","Sometimes","Very frequently","Never","Very frequently","Never","Very frequently","Sometimes","Rarely","Rarely","Very frequently","Sometimes","Very frequently","Very frequently","Rarely",7,2,1,6,"Improve"
56,"Apple Music",8,"Yes","No","No","Pop","Yes","No",117,"Sometimes","Rarely","Rarely","Sometimes","Never","Sometimes","Sometimes","Rarely","Rarely","Rarely","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Never",6,4,1,0,"Improve"
20,"Spotify",1,"No","No","No","EDM","Yes","No",102,"Rarely","Never","Very frequently","Never","Never","Sometimes","Never","Rarely","Rarely","Very frequently","Rarely","Very frequently","Never","Never","Never","Never",5,9,6,1,"Improve"
19,"I do not use a streaming service.",1,"Yes","Yes","No","Video game music","No","No",127,"Very frequently","Never","Never","Rarely","Rarely","Sometimes","Sometimes","Rarely","Rarely","Very frequently","Never","Sometimes","Sometimes","Rarely","Rarely","Very frequently",7,5,7,0,"Improve"
20,"Spotify",8,"Yes","No","No","Jazz","Yes","Yes",93,"Rarely","Sometimes","Rarely","Very frequently","Never","Sometimes","Very frequently","Rarely","Sometimes","Very frequently","Never","Sometimes","Rarely","Sometimes","Sometimes","Rarely",7,6,7,4,"Improve"
60,"Spotify",2,"Yes","No","No","Rock","No","No",117.860246977004,"Rarely","Rarely","Never","Rarely","Rarely","Never","Rarely","Never","Never","Never","Rarely","Sometimes","Sometimes","Never","Very frequently","Never",0,0,0,0,"Improve"
65,"Apple Music",6,"Yes","No","No","R&B","No","Yes",146,"Rarely","Rarely","Never","Rarely","Rarely","Rarely","Rarely","Rarely","Sometimes","Never","Never","Sometimes","Very frequently","Never","Sometimes","Never",3,5,0,2,"No effect"
28,"Spotify",3,"No","Yes","Yes","Metal","Yes","Yes",0,"Very frequently","Never","Rarely","Sometimes","Rarely","Rarely","Very frequently","Rarely","Sometimes","Very frequently","Very frequently","Rarely","Sometimes","Never","Very frequently","Very frequently",8,8,5,2,"Improve"
18,"I do not use a streaming service.",4,"Yes","Yes","No","EDM","No","Yes",150,"Very frequently","Never","Very frequently","Never","Never","Never","Rarely","Never","Never","Rarely","Never","Sometimes","Never","Rarely","Rarely","Sometimes",8,7,10,6,"Improve"
42,"Spotify",2,"Yes","No","No","Rock","No","Yes",85,"Rarely","Never","Never","Never","Never","Rarely","Never","Never","Never","Never","Never","Sometimes","Rarely","Rarely","Sometimes","Rarely",2,4,5,2,"Improve"
80,"I do not use a streaming service.",3,"Yes","Yes","No","Classical","No","No",122,"Very frequently","Rarely","Never","Rarely","Never","Never","Rarely","Rarely","Never","Rarely","Rarely","Sometimes","Never","Never","Never","Sometimes",7,3,9,2,"Improve"
22,"I do not use a streaming service.",4,"No","No","Yes","Pop","Yes","No",125.04975862835,"Rarely","Sometimes","Very frequently","Sometimes","Never","Rarely","Never","Never","Never","Never","Rarely","Very frequently","Very frequently","Rarely","Sometimes","Never",8,7,4,4,"Improve"
56,"Other streaming service",2,"No","No","No","Jazz","Yes","Yes",120,"Sometimes","Never","Sometimes","Sometimes","Rarely","Never","Very frequently","Never","Rarely","Rarely","Rarely","Sometimes","Rarely","Never","Sometimes","Rarely",0,0,0,5,"No effect"
20,"YouTube Music",1,"Yes","No","No","Pop","No","Yes",120,"Never","Never","Sometimes","Never","Never","Rarely","Sometimes","Very frequently","Rarely","Rarely","Never","Very frequently","Sometimes","Rarely","Rarely","Never",8,6,9,8,"Improve"
15,"Spotify",1,"Yes","No","No","Video game music","Yes","Yes",150,"Never","Rarely","Sometimes","Never","Never","Sometimes","Rarely","Never","Never","Very frequently","Sometimes","Sometimes","Rarely","Rarely","Very frequently","Very frequently",4,2,3,2,"Improve"
57,"Spotify",2,"Yes","Yes","No","Gospel","No","No",174,"Sometimes","Never","Never","Rarely","Very frequently","Never","Sometimes","Never","Rarely","Never","Never","Sometimes","Sometimes","Never","Rarely","Never",6,4,10,0,"Improve"
22,"Apple Music",7,"Yes","No","No","Pop","Yes","Yes",112,"Never","Never","Sometimes","Rarely","Never","Very frequently","Never","Very frequently","Sometimes","Never","Never","Very frequently","Very frequently","Very frequently","Sometimes","Rarely",8,8,10,0,"Improve"
17,"Spotify",5,"Yes","No","No","Pop","Yes","Yes",180,"Never","Never","Sometimes","Never","Never","Sometimes","Never","Very frequently","Rarely","Rarely","Never","Very frequently","Very frequently","Sometimes","Rarely","Rarely",5,5,5,5,"Improve"
19,"Spotify",3,"Yes","No","No","Rock","No","No",121,"Never","Very frequently","Never","Rarely","Sometimes","Never","Never","Never","Never","Never","Rarely","Very frequently","Never","Sometimes","Very frequently","Sometimes",10,8,6,2,"No effect"
50,"I do not use a streaming service.",1,"No","No","No","Rock","No","No",98,"Sometimes","Sometimes","Never","Never","Never","Very frequently","Sometimes","Rarely","Rarely","Never","Rarely","Very frequently","Sometimes","Sometimes","Very frequently","Never",0,0,7,0,"Improve"
24,"Spotify",6,"Yes","Yes","Yes","Rock","Yes","Yes",118,"Never","Rarely","Sometimes","Very frequently","Never","Rarely","Rarely","Sometimes","Never","Rarely","Very frequently","Sometimes","Never","Rarely","Very frequently","Sometimes",8,8,10,0,"Improve"
67,"Apple Music",2,"No","No","No","Rock","Yes","No",130.070364408023,"Sometimes","Never","Never","Never","Never","Rarely","Never","Never","Never","Never","Sometimes","Sometimes","Never","Never","Sometimes","Never",8,2,0,0,"No effect"
18,"Other streaming service",3,"Yes","Yes","Yes","Metal","Yes","No",135,"Sometimes","Sometimes","Never","Rarely","Rarely","Rarely","Never","Never","Never","Never","Very frequently","Never","Rarely","Rarely","Rarely","Never",7,8,4,10,"Improve"
20,"Spotify",1.5,"Yes","No","No","Country","No","No",127.429551065806,"Rarely","Very frequently","Sometimes","Never","Never","Sometimes","Sometimes","Sometimes","Rarely","Never","Never","Sometimes","Never","Sometimes","Sometimes","Never",0,2,0,1,"Improve"
15,"Spotify",4,"Yes","Yes","No","Pop","Yes","No",105,"Never","Rarely","Never","Never","Sometimes","Rarely","Rarely","Rarely","Rarely","Sometimes","Rarely","Very frequently","Sometimes","Sometimes","Very frequently","Sometimes",3,5,4,0,"Improve"
17,"Spotify",2,"Yes","Yes","No","Pop","Yes","Yes",122,"Rarely","Never","Never","Rarely","Never","Sometimes","Never","Very frequently","Rarely","Never","Never","Very frequently","Never","Sometimes","Never","Never",5,2,3,1,"Improve"
32,"YouTube Music",2,"Yes","No","No","Folk","Yes","No",131.203544827964,"Never","Never","Sometimes","Sometimes","Never","Sometimes","Sometimes","Never","Rarely","Sometimes","Never","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes",6,1,0,0,"Improve"
18,"Spotify",2,"No","No","No","Rap","Yes","Yes",136,"Rarely","Never","Never","Never","Never","Very frequently","Rarely","Never","Never","Never","Rarely","Sometimes","Rarely","Very frequently","Rarely","Very frequently",6,3,4,2,"Improve"
18,"Spotify",1,"Yes","Yes","Yes","Rock","Yes","No",165,"Sometimes","Never","Sometimes","Never","Never","Rarely","Rarely","Never","Never","Rarely","Very frequently","Sometimes","Never","Rarely","Very frequently","Rarely",5,6,8,2,"Improve"
18,"Spotify",3,"Yes","No","No","K pop","Yes","Yes",130,"Sometimes","Never","Never","Never","Never","Sometimes","Never","Very frequently","Never","Rarely","Never","Sometimes","Very frequently","Rarely","Sometimes","Rarely",8,4,7,5,"Improve"
19,"Spotify",3,"Yes","No","No","Pop","Yes","No",132.441627291201,"Never","Never","Very frequently","Never","Never","Very frequently","Rarely","Rarely","Rarely","Rarely","Rarely","Very frequently","Sometimes","Very frequently","Rarely","Sometimes",1,1,2,3,"Improve"
18,"Spotify",2,"No","Yes","No","Rock","Yes","No",115,"Never","Never","Never","Never","Never","Rarely","Never","Never","Never","Never","Sometimes","Sometimes","Rarely","Rarely","Very frequently","Never",8,3,1,3,"Improve"
17,"Other streaming service",6,"Yes","No","Yes","Rap","Yes","No",140,"Rarely","Never","Rarely","Never","Sometimes","Very frequently","Sometimes","Never","Never","Sometimes","Never","Sometimes","Sometimes","Very frequently","Rarely","Never",3,3,0,0,"Improve"
34,"Spotify",3,"Yes","No","No","Classical","No","Yes",95,"Very frequently","Never","Never","Never","Never","Never","Rarely","Never","Never","Rarely","Sometimes","Rarely","Never","Never","Sometimes","Sometimes",0,0,0,0,"No effect"
18,"YouTube Music",3,"Yes","No","No","Pop","No","No",150,"Rarely","Rarely","Sometimes","Rarely","Never","Very frequently","Rarely","Rarely","Never","Rarely","Rarely","Very frequently","Rarely","Very frequently","Rarely","Sometimes",5,4,2,0,"No effect"
