"Age","Primary.streaming.service","Hours.per.day","While.working","Instrumentalist","Composer","Fav.genre","Exploratory","Foreign.languages","BPM","Frequency..Classical.","Frequency..Country.","Frequency..EDM.","Frequency..Folk.","Frequency..Gospel.","Frequency..Hip.hop.","Frequency..Jazz.","Frequency..K.pop.","Frequency..Latin.","Frequency..Lofi.","Frequency..Metal.","Frequency..Pop.","Frequency..R.B.","Frequency..Rap.","Frequency..Rock.","Frequency..Video.game.music.","Anxiety","Depression","Insomnia","OCD","Music.effects"
43,"Other streaming service",1,"No","No","No","Country","No","No",110,"1","4","1","1","1","2","1","1","1","1","1","3","1","1","2","1",5,1,1,1,"Improve"
51,"I do not use a streaming service.",5,"Yes","No","No","Rock","No","No",180,"3","2","1","3","1","1","2","1","1","1","3","2","2","1","4","2",1,2,1,0,"No effect"
63,"YouTube Music",8,"Yes","No","No","Rock","Yes","No",70,"3","3","2","2","1","1","2","1","2","2","1","3","2","1","3","1",2,1,2,2,"Improve"
64,"YouTube Music",2,"Yes","No","No","Classical","No","No",113.288226331568,"4","1","2","4","1","2","2","1","2","2","1","4","2","1","2","1",5,2,4,0,"Improve"
22,"Spotify",2,"Yes","No","No","Pop","No","No",113.196376317816,"3","2","3","3","2","3","1","2","1","4","2","4","2","3","3","2",7,2,1,0,"Improve"
24,"YouTube Music",1,"Yes","No","No","Folk","No","Yes",103,"3","1","4","4","2","3","3","2","2","4","2","3","2","3","4","4",10,10,7,8,"Improve"
19,"Spotify",8,"Yes","No","No","Pop","Yes","Yes",99,"2","3","3","4","1","4","1","4","3","2","2","4","3","4","4","2",7,2,1,6,"Improve"
56,"Apple Music",8,"Yes","No","No","Pop","Yes","No",117,"3","2","2","3","1","3","3","2","2","2","3","3","3","3","3","1",6,4,1,0,"Improve"
20,"Spotify",1,"No","No","No","EDM","Yes","No",102,"2","1","4","1","1","3","1","2","2","4","2","4","1","1","1","1",5,9,6,1,"Improve"
19,"I do not use a streaming service.",1,"Yes","Yes","No","Video game music","No","No",127,"4","1","1","2","2","3","3","2","2","4","1","3","3","2","2","4",7,5,7,0,"Improve"
20,"Spotify",8,"Yes","No","No","Jazz","Yes","Yes",93,"2","3","2","4","1","3","4","2","3","4","1","3","2","3","3","2",7,6,7,4,"Improve"
60,"Spotify",2,"Yes","No","No","Rock","No","No",116.861660359484,"2","2","1","2","2","1","2","1","1","1","2","3","3","1","4","1",0,0,0,0,"Improve"
65,"Apple Music",6,"Yes","No","No","R&B","No","Yes",146,"2","2","1","2","2","2","2","2","3","1","1","3","4","1","3","1",3,5,0,2,"No effect"
28,"Spotify",3,"No","Yes","Yes","Metal","Yes","Yes",0,"4","1","2","3","2","2","4","2","3","4","4","2","3","1","4","4",8,8,5,2,"Improve"
18,"I do not use a streaming service.",4,"Yes","Yes","No","EDM","No","Yes",150,"4","1","4","1","1","1","2","1","1","2","1","3","1","2","2","3",8,7,10,6,"Improve"
42,"Spotify",2,"Yes","No","No","Rock","No","Yes",85,"2","1","1","1","1","2","1","1","1","1","1","3","2","2","3","2",2,4,5,2,"Improve"
80,"I do not use a streaming service.",3,"Yes","Yes","No","Classical","No","No",122,"4","2","1","2","1","1","2","2","1","2","2","3","1","1","1","3",7,3,9,2,"Improve"
22,"I do not use a streaming service.",4,"No","No","Yes","Pop","Yes","No",124.178981434815,"2","3","4","3","1","2","1","1","1","1","2","4","4","2","3","1",8,7,4,4,"Improve"
56,"Other streaming service",2,"No","No","No","Jazz","Yes","Yes",120,"3","1","3","3","2","1","4","1","2","2","2","3","2","1","3","2",0,0,0,5,"No effect"
20,"YouTube Music",1,"Yes","No","No","Pop","No","Yes",120,"1","1","3","1","1","2","3","4","2","2","1","4","3","2","2","1",8,6,9,8,"Improve"
15,"Spotify",1,"Yes","No","No","Video game music","Yes","Yes",150,"1","2","3","1","1","3","2","1","1","4","3","3","2","2","4","4",4,2,3,2,"Improve"
57,"Spotify",2,"Yes","Yes","No","Gospel","No","No",174,"3","1","1","2","4","1","3","1","2","1","1","3","3","1","2","1",6,4,10,0,"Improve"
22,"Apple Music",7,"Yes","No","No","Pop","Yes","Yes",112,"1","1","3","2","1","4","1","4","3","1","1","4","4","4","3","2",8,8,10,0,"Improve"
17,"Spotify",5,"Yes","No","No","Pop","Yes","Yes",180,"1","1","3","1","1","3","1","4","2","2","1","4","4","3","2","2",5,5,5,5,"Improve"
19,"Spotify",3,"Yes","No","No","Rock","No","No",121,"1","4","1","2","3","1","1","1","1","1","2","4","1","3","4","3",10,8,6,2,"No effect"
50,"I do not use a streaming service.",1,"No","No","No","Rock","No","No",98,"3","3","1","1","1","4","3","2","2","1","2","4","3","3","4","1",0,0,7,0,"Improve"
24,"Spotify",6,"Yes","Yes","Yes","Rock","Yes","Yes",118,"1","2","3","4","1","2","2","3","1","2","4","3","1","2","4","3",8,8,10,0,"Improve"
67,"Apple Music",2,"No","No","No","Rock","Yes","No",129.415317524066,"3","1","1","1","1","2","1","1","1","1","3","3","1","1","3","1",8,2,0,0,"No effect"
18,"Other streaming service",3,"Yes","Yes","Yes","Metal","Yes","No",135,"3","3","1","2","2","2","1","1","1","1","4","1","2","2","2","1",7,8,4,10,"Improve"
20,"Spotify",1.5,"Yes","No","No","Country","No","No",125.812128341751,"2","4","3","1","1","3","3","3","2","1","1","3","1","3","3","1",0,2,0,1,"Improve"
15,"Spotify",4,"Yes","Yes","No","Pop","Yes","No",105,"1","2","1","1","3","2","2","2","2","3","2","4","3","3","4","3",3,5,4,0,"Improve"
17,"Spotify",2,"Yes","Yes","No","Pop","Yes","Yes",122,"2","1","1","2","1","3","1","4","2","1","1","4","1","3","1","1",5,2,3,1,"Improve"
32,"YouTube Music",2,"Yes","No","No","Folk","Yes","No",128.174675025571,"1","1","3","3","1","3","3","1","2","3","1","3","3","3","3","3",6,1,0,0,"Improve"
18,"Spotify",2,"No","No","No","Rap","Yes","Yes",136,"2","1","1","1","1","4","2","1","1","1","2","3","2","4","2","4",6,3,4,2,"Improve"
18,"Spotify",1,"Yes","Yes","Yes","Rock","Yes","No",165,"3","1","3","1","1","2","2","1","1","2","4","3","1","2","4","2",5,6,8,2,"Improve"
18,"Spotify",3,"Yes","No","No","K pop","Yes","Yes",130,"3","1","1","1","1","3","1","4","1","2","1","3","4","2","3","2",8,4,7,5,"Improve"
19,"Spotify",3,"Yes","No","No","Pop","Yes","No",129.626315585272,"1","1","4","1","1","4","2","2","2","2","2","4","3","4","2","3",1,1,2,3,"Improve"
18,"Spotify",2,"No","Yes","No","Rock","Yes","No",115,"1","1","1","1","1","2","1","1","1","1","3","3","2","2","4","1",8,3,1,3,"Improve"
17,"Other streaming service",6,"Yes","No","Yes","Rap","Yes","No",140,"2","1","2","1","3","4","3","1","1","3","1","3","3","4","2","1",3,3,0,0,"Improve"
34,"Spotify",3,"Yes","No","No","Classical","No","Yes",95,"4","1","1","1","1","1","2","1","1","2","3","2","1","1","3","3",0,0,0,0,"No effect"
18,"YouTube Music",3,"Yes","No","No","Pop","No","No",150,"2","2","3","2","1","4","2","2","1","2","2","4","2","4","2","3",5,4,2,0,"No effect"
18,"Spotify",2,"Yes","No","No","R&B","Yes","No",97,"1","1","1","1","3","4","2","1","2","2","1","3","4","4","2","1",2,4,0,0,"Improve"
22,"I do not use a streaming service.",2,"Yes","No","No","Video game music","No","No",91.8542594811548,"3","2","2","1","4","2","3","2","2","2","1","2","1","1","1","4",4,6,0,2,"Improve"
18,"Spotify",2,"Yes","No","Yes","Pop","Yes","No",118.905831710865,"3","2","3","1","1","2","3","2","1","3","1","4","2","1","3","3",5,7,2,0,"Improve"
19,"Spotify",3,"Yes","No","No","Rock","Yes","Yes",122,"3","2","2","3","2","3","2","2","2","2","2","3","2","3","4","1",4,0,7,0,"No effect"
25,"I do not use a streaming service.",4,"Yes","No","No","Pop","Yes","Yes",150,"2","1","3","1","1","4","1","2","2","2","3","4","2","4","4","2",10,8,6,2,"No effect"
17,"Spotify",2,"Yes","Yes","Yes","R&B","Yes","No",111.521750445829,"4","2","1","2","2","2","3","3","2","3","2","4","4","2","3","1",3,3,1,0,"Improve"
25,"Spotify",5,"Yes","Yes","No","Rock","Yes","No",125,"3","3","2","1","1","3","1","2","1","2","3","3","1","3","4","3",8,7,2,1,"Improve"
18,"Spotify",2,"Yes","No","No","R&B","No","No",96,"3","2","1","1","1","3","2","1","1","4","2","4","4","3","4","2",3,3,0,3,"Improve"
24,"Spotify",7,"Yes","No","No","Folk","Yes","Yes",137,"3","2","2","4","1","2","2","1","2","3","2","4","2","2","4","4",10,10,8,10,"Improve"
16,"Spotify",3,"Yes","Yes","No","K pop","No","Yes",174,"2","1","3","1","1","2","3","4","3","3","1","4","2","3","1","1",10,2,7,8,"Improve"
18,"Spotify",3,"No","Yes","Yes","Metal","Yes","No",210,"1","1","1","2","1","3","4","1","2","1","4","2","3","3","3","2",9,6,8,5,"Improve"
18,"Spotify",4,"Yes","No","No","R&B","Yes","Yes",129,"2","2","2","1","1","4","3","1","1","2","1","4","4","4","4","2",6,4,1,6,"Improve"
16,"Spotify",3,"Yes","No","No","Pop","Yes","No",112,"4","1","1","1","1","2","2","1","1","1","1","4","4","1","3","1",3,4,6,8,"Improve"
68,"Pandora",1,"Yes","No","No","Gospel","No","No",8,"4","1","1","3","4","1","1","1","3","1","1","1","1","1","1","1",10,10,10,0,"Improve"
21,"Spotify",1,"No","No","No","R&B","Yes","Yes",81,"1","1","1","1","2","4","1","1","1","1","1","4","4","3","1","1",3,0,0,0,"Improve"
53,"Pandora",4,"Yes","No","No","R&B","Yes","Yes",153,"2","3","2","2","2","4","2","3","2","1","3","2","3","3","3","2",1,0,0,0,"Improve"
29,"Spotify",4,"Yes","No","No","Classical","Yes","No",120,"4","1","4","1","1","1","3","1","2","2","1","3","1","1","2","2",5,6,7,7,"No effect"
29,"Spotify",2,"Yes","No","No","Pop","No","No",124.0777431007,"1","1","2","2","1","4","1","1","1","3","2","4","1","4","1","4",10,8,8,9,"Improve"
18,"Spotify",4,"Yes","Yes","No","R&B","Yes","Yes",169,"2","3","4","1","2","4","2","3","3","3","2","3","4","3","2","3",3,0,3,4,"Improve"
22,"Spotify",5,"Yes","No","No","EDM","Yes","Yes",138,"1","1","4","1","1","4","1","1","1","4","1","4","4","4","4","3",1,0,0,1,"No effect"
19,"Other streaming service",6,"Yes","No","No","Pop","No","No",124,"3","2","2","2","4","3","2","3","4","2","2","4","3","3","3","3",6,6,0,0,"Improve"
13,"YouTube Music",1,"Yes","No","No","Video game music","Yes","No",132.780135946632,"1","1","3","1","1","2","3","1","1","3","2","2","2","1","3","4",4,3,4,0,"Improve"
26,"I do not use a streaming service.",1,"No","No","No","Pop","No","No",192,"1","2","3","3","1","2","2","3","3","4","1","4","2","2","3","1",6,4,0,0,"Improve"
14,"Spotify",3,"Yes","No","No","Rock","Yes","No",76,"1","1","1","1","1","3","2","1","1","1","2","3","1","1","4","3",2,6,3,0,"Worsen"
27,"Spotify",1,"Yes","No","No","Pop","Yes","Yes",119,"2","2","2","1","2","3","2","4","1","3","1","4","3","3","3","4",8,3,3,3,"Improve"
26,"Spotify",8,"No","No","No","Rock","No","Yes",172,"1","3","3","4","1","4","2","4","1","1","3","3","4","4","4","4",8,10,7,3,"No effect"
59,"Other streaming service",1,"No","Yes","No","Rock","No","No",79,"2","1","1","2","3","1","2","1","2","1","1","2","2","1","4","1",1,0,0,1,"Improve"
30,"Spotify",8,"Yes","Yes","Yes","Rock","Yes","No",112,"3","3","1","2","1","3","3","1","3","3","2","3","3","3","4","1",8,6,6,8,"Improve"
27,"Spotify",1,"Yes","No","No","Pop","Yes","Yes",130,"1","2","3","1","1","3","1","2","3","1","1","4","3","3","3","1",6,3,1,7,"Improve"
18,"Apple Music",1,"No","Yes","No","Rap","Yes","Yes",116,"2","1","1","1","1","3","1","1","2","3","1","3","1","4","1","3",2,0,3,0,"Improve"
23,"I do not use a streaming service.",10,"Yes","Yes","Yes","Metal","No","Yes",165,"1","1","1","1","1","1","1","1","1","1","4","1","1","1","3","1",0,0,0,0,"No effect"
18,"Spotify",10,"Yes","Yes","Yes","Rock","Yes","No",110,"3","3","3","3","2","3","3","3","2","2","4","4","3","3","4","1",10,10,6,6,"Improve"
40,"Spotify",5,"Yes","No","No","Rock","Yes","Yes",174,"3","3","3","3","1","4","2","2","3","2","3","4","3","4","4","2",3,0,0,1,"Improve"
24,"Spotify",10,"Yes","No","No","Rock","Yes","Yes",180,"3","1","1","2","1","1","1","1","1","2","3","3","1","1","4","3",7,9,10,0,"Improve"
23,"Spotify",2,"Yes","Yes","No","Classical","Yes","Yes",171,"4","1","2","2","1","1","3","1","2","3","1","4","2","1","4","1",8,7,6,2,"Improve"
56,"Other streaming service",6,"Yes","No","No","R&B","No","No",119.277554484215,"1","1","1","1","1","3","2","1","1","1","1","1","3","1","1","1",2,0,10,10,"Improve"
29,"Other streaming service",2,"Yes","No","No","R&B","Yes","No",70,"2","1","4","1","1","4","2","2","3","3","1","4","4","2","1","3",10,7,9,3,"No effect"
16,"Other streaming service",3,"Yes","No","No","Pop","No","Yes",120,"1","1","1","1","1","4","1","4","1","1","1","4","3","1","1","1",6,0,0,0,"Improve"
18,"Spotify",8,"Yes","Yes","Yes","Gospel","Yes","Yes",56,"2","1","2","1","4","3","3","1","3","4","1","3","4","3","1","3",3,0,2,2,"Improve"
21,"Spotify",8,"Yes","No","No","Lofi","Yes","Yes",162,"4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4",6,5,9,8,"Improve"
32,"Spotify",8,"Yes","No","No","Rock","Yes","No",101,"1","1","1","2","1","3","1","1","1","1","3","2","2","3","4","3",7,6,5,8,"Improve"
22,"YouTube Music",8,"Yes","Yes","No","Metal","Yes","No",110,"3","1","3","2","2","2","3","1","1","1","4","2","2","1","4","4",10,7,8,6,"Improve"
17,"Spotify",12,"Yes","Yes","No","Latin","Yes","No",172,"4","1","2","2","3","4","1","2","4","2","3","2","1","4","4","3",0,3,9,5,"No effect"
18,"Spotify",6,"Yes","No","No","EDM","Yes","Yes",90,"2","1","4","1","1","3","2","4","4","4","1","4","4","4","2","3",0,2,1,5,"Improve"
18,"Spotify",4,"Yes","Yes","No","R&B","No","Yes",135,"3","2","3","1","3","3","1","4","4","2","1","3","4","4","1","2",2,0,0,0,"No effect"
24,"Spotify",8,"Yes","No","No","Jazz","Yes","No",81,"4","1","2","1","1","4","4","1","2","4","1","2","3","3","4","2",2,2,4,0,"No effect"
21,"Spotify",2,"No","No","No","Pop","No","No",170,"2","1","1","1","2","3","1","1","1","3","3","4","3","3","4","3",5,6,3,4,"No effect"
46,"I do not use a streaming service.",1,"No","No","No","Rock","No","No",120,"1","3","1","1","1","1","1","1","1","1","1","3","1","1","3","1",0,0,1,0,"No effect"
18,"Spotify",2,"Yes","Yes","No","Hip hop","Yes","No",90,"1","1","1","1","3","4","1","1","1","3","1","3","4","4","1","1",5,4,3,7,"Improve"
16,"Spotify",3,"Yes","Yes","No","K pop","Yes","Yes",115,"2","1","2","1","1","4","4","4","1","3","1","4","4","4","4","3",2,7,0,0,"Improve"
21,"Spotify",1,"Yes","No","No","Video game music","Yes","Yes",109.085041548583,"4","4","2","3","2","3","3","1","1","4","2","3","1","3","3","4",0,6,0,4,"Improve"
19,"I do not use a streaming service.",0,"No","No","No","Classical","Yes","Yes",118.777128849794,"4","2","3","2","2","3","2","2","2","2","1","2","2","2","2","2",0,0,0,0,"Improve"
20,"Spotify",2,"Yes","Yes","Yes","Rap","Yes","Yes",108.610441093561,"3","1","2","1","1","3","3","1","1","2","1","3","3","4","3","3",7,5,1,3,"Improve"
21,"Other streaming service",0.1,"Yes","Yes","No","Folk","No","Yes",116.83379368865,"3","1","1","4","3","2","1","1","1","1","1","2","1","2","3","1",7,5,3,1,"No effect"
56,"I do not use a streaming service.",2,"Yes","No","No","Rock","No","Yes",220,"2","1","1","1","1","1","1","1","1","1","4","1","1","2","4","1",3,3,1,8,"No effect"
21,"Spotify",12,"Yes","No","No","Rock","Yes","Yes",160,"3","2","4","2","2","3","3","2","1","3","4","3","2","3","4","2",7,10,4,7,"Worsen"
20,"Spotify",1,"Yes","No","No","Pop","Yes","No",121,"2","1","1","4","1","2","2","2","1","3","2","4","2","2","4","1",3,2,3,0,"Improve"
21,"Apple Music",1,"Yes","No","No","Rock","No","No",105,"3","1","2","1","1","2","2","1","1","1","2","3","1","1","4","2",5,1,1,9,"Improve"
25,"Spotify",3,"Yes","No","No","Rock","No","No",110,"1","2","1","3","1","1","1","1","1","3","1","2","1","1","4","3",8,9,4,10,"Improve"
33,"Spotify",2,"Yes","No","No","Metal","Yes","Yes",134,"2","1","1","3","1","3","2","1","1","1","4","3","3","3","4","3",4,8,0,0,"Improve"
20,"Spotify",2,"Yes","No","No","Rock","Yes","Yes",148,"2","2","2","2","1","3","3","2","3","3","4","4","3","3","4","2",7,9,7,0,"Improve"
17,"Spotify",3,"Yes","Yes","No","Rock","Yes","No",120,"3","3","3","1","1","1","1","2","1","2","4","4","1","2","4","1",1,5,6,4,"No effect"
24,"YouTube Music",1,"No","No","No","Jazz","Yes","Yes",122,"2","1","3","2","1","1","3","2","1","2","2","3","2","1","3","4",3,2,1,0,"No effect"
26,"Spotify",3,"Yes","Yes","Yes","Jazz","Yes","Yes",90,"2","2","2","2","1","3","4","1","3","2","4","2","3","2","4","2",6,8,0,0,"Improve"
17,"YouTube Music",3,"Yes","No","No","Rock","No","No",122,"2","2","1","2","1","2","2","1","1","2","4","3","1","3","4","4",6,3,6,0,"Improve"
16,"Spotify",5,"Yes","Yes","Yes","Metal","Yes","Yes",129,"3","1","1","2","1","2","3","1","1","2","4","3","1","3","4","3",7,4,8,0,"Improve"
27,"Spotify",8,"Yes","No","No","Metal","Yes","No",132,"1","1","2","1","1","3","1","1","1","1","4","4","4","2","3","1",2,6,9,1,"No effect"
28,"Spotify",4,"Yes","No","No","Hip hop","Yes","Yes",178,"2","3","3","2","1","4","1","1","4","3","2","4","2","4","3","2",8,5,3,8,"Improve"
48,"I do not use a streaming service.",5,"Yes","No","Yes","Rock","Yes","Yes",127.306190742035,"4","3","3","4","1","3","2","1","2","1","2","2","2","2","4","2",3,3,0,0,"Improve"
19,"Spotify",3,"Yes","No","No","Rap","No","Yes",115,"1","1","2","2","1","3","1","2","1","4","3","4","3","4","3","3",7,5,3,3,"Improve"
21,"YouTube Music",4,"Yes","No","No","Rock","Yes","Yes",137,"3","4","2","4","1","3","1","1","1","2","3","4","3","3","4","2",4,8,2,3,"Improve"
21,"I do not use a streaming service.",1,"Yes","Yes","No","Classical","No","No",92,"4","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2",3,0,0,5,"Improve"
15,"Spotify",4,"Yes","No","No","Metal","Yes","Yes",140,"2","1","3","2","1","2","1","2","1","1","4","3","3","3","4","2",10,7,3,2,"Improve"
20,"Spotify",1,"No","No","No","Rock","Yes","Yes",130,"3","3","2","4","2","2","4","1","1","1","1","4","2","2","4","1",10,4,8,0,"Improve"
21,"YouTube Music",2,"Yes","Yes","No","Video game music","No","Yes",107.270680821631,"3","1","2","3","2","1","2","1","3","3","2","4","3","1","4","4",2,2,0,0,"Improve"
22,"Spotify",6,"Yes","No","No","Folk","Yes","No",63,"1","2","3","4","1","2","2","1","3","3","1","2","2","2","4","3",8,7,7,3,"Improve"
22,"Spotify",2,"No","No","No","Rock","No","No",119,"2","1","1","1","1","2","2","2","1","1","4","4","1","1","4","3",10,5,2,8,"Improve"
31,"Spotify",1,"Yes","No","No","Rock","Yes","No",138.312438065423,"4","2","3","2","1","2","2","2","2","3","3","3","1","4","4","4",9,10,10,6,"No effect"
20,"YouTube Music",4,"Yes","Yes","No","Metal","Yes","No",180,"2","3","1","1","1","1","2","1","1","1","4","1","1","1","4","3",5,2,1,6,"Improve"
49,"I do not use a streaming service.",8,"Yes","Yes","Yes","Classical","No","No",68,"4","1","1","1","1","1","2","1","1","1","2","2","1","1","2","1",4,8,9,1,"Improve"
42,"Spotify",2,"Yes","No","No","Metal","Yes","Yes",85,"3","2","1","1","2","2","1","3","3","2","4","4","3","1","4","4",7,8,5,3,"Improve"
26,"Spotify",2,"Yes","No","No","EDM","Yes","Yes",128,"2","3","4","3","1","3","2","1","3","2","2","3","2","3","4","1",2,2,0,3,"No effect"
17,"Spotify",10,"Yes","No","Yes","K pop","Yes","Yes",150,"2","3","2","2","1","4","1","4","2","3","4","4","3","4","4","3",10,3,0,4,"Improve"
30,"I do not use a streaming service.",0,"No","No","No","Metal","No","No",0,"2","1","2","1","1","1","1","1","1","1","3","1","1","2","2","2",10,10,10,9,"Improve"
23,"Spotify",6,"Yes","No","No","Folk","Yes","Yes",92,"3","3","2","3","1","3","3","3","2","2","2","3","3","3","3","2",3,7,7,4,"No effect"
30,"Apple Music",3,"Yes","No","No","EDM","Yes","Yes",121,"2","1","4","1","2","3","1","4","1","1","2","4","3","3","3","1",7,5,7,7,"Improve"
31,"Spotify",2,"Yes","No","No","Metal","No","Yes",155,"2","3","1","4","1","2","2","1","1","1","4","4","4","2","4","3",7,4,8,8,"Improve"
42,"Other streaming service",0.25,"No","Yes","No","Classical","Yes","Yes",150,"4","2","1","1","1","1","3","1","2","1","2","3","2","2","3","1",7,9,4,5,"Improve"
34,"YouTube Music",2,"No","No","No","Metal","Yes","No",136,"3","2","1","3","1","2","2","2","2","1","4","3","2","2","4","1",5,9,9,6,"Improve"
21,"YouTube Music",2,"Yes","No","No","Pop","Yes","No",121,"3","1","4","2","1","2","2","2","3","2","3","4","4","2","3","3",5,4,10,7,"No effect"
27,"YouTube Music",3,"Yes","No","No","Pop","No","No",113,"2","2","2","2","1","4","2","2","2","2","2","4","4","3","3","2",7,2,0,1,"Improve"
18,"Spotify",6,"Yes","No","No","Folk","Yes","Yes",80,"1","4","4","4","3","3","2","2","2","3","3","4","3","3","4","3",8,6,0,2,"Improve"
26,"Spotify",3,"No","No","No","Metal","Yes","No",140,"2","4","1","4","2","3","3","1","1","2","4","2","2","3","4","2",1,3,10,0,"No effect"
37,"Spotify",2,"Yes","No","No","Rock","Yes","No",100,"1","1","1","1","1","2","1","1","1","1","3","3","2","2","3","1",8,10,10,2,"Worsen"
26,"Spotify",5,"Yes","Yes","No","Folk","Yes","Yes",92,"3","2","2","4","1","4","4","1","2","2","3","3","3","4","4","2",4,7,6,0,"No effect"
19,"Spotify",4,"No","No","No","Pop","No","Yes",120,"1","1","3","1","1","3","3","3","3","2","1","4","3","3","3","3",9,6,3,0,"No effect"
22,"Spotify",4,"Yes","No","No","Rock","Yes","No",93,"1","2","1","1","1","2","1","1","1","2","3","4","2","2","4","4",10,7,4,4,"Improve"
43,"I do not use a streaming service.",0,"No","No","No","Rock","No","No",119.277554484215,"2","1","1","1","1","2","1","1","1","1","1","3","2","2","3","1",1,2,2,0,"No effect"
24,"I do not use a streaming service.",12,"Yes","Yes","Yes","Rock","Yes","No",136,"3","2","1","3","2","2","2","1","2","1","4","4","2","2","4","4",7,10,0,8,"Improve"
21,"I do not use a streaming service.",0.5,"No","No","No","Pop","No","No",108,"1","1","1","1","1","1","1","3","1","1","1","3","1","1","1","1",10,2,1,10,"Worsen"
28,"I do not use a streaming service.",1,"Yes","No","No","Rock","No","No",147,"2","2","1","2","1","1","1","1","1","1","1","3","1","1","3","1",2,1,2,2,"Improve"
23,"YouTube Music",3,"Yes","No","No","R&B","Yes","Yes",93,"4","1","1","4","1","4","4","1","2","4","2","4","4","4","3","2",3,10,0,0,"No effect"
20,"Apple Music",12,"No","No","No","Rock","Yes","Yes",98,"1","3","2","3","3","3","3","2","1","1","3","4","3","3","4","3",7,10,2,0,"Improve"
17,"Spotify",4,"Yes","Yes","Yes","Metal","No","No",120,"1","2","4","1","1","1","2","1","1","2","4","3","1","1","4","3",4,2,0,0,"Improve"
19,"Spotify",3,"Yes","No","No","R&B","No","No",130,"2","2","2","2","2","2","2","2","1","1","1","3","3","3","3","2",4,2,5,3,"Improve"
32,"Spotify",1,"Yes","No","No","Metal","Yes","Yes",218,"3","3","3","3","1","2","1","4","2","1","4","2","2","3","4","2",6,8,7,0,"Improve"
18,"YouTube Music",4,"No","No","No","Folk","Yes","Yes",123,"3","4","3","4","2","3","3","1","1","3","4","4","2","2","4","4",8,6,4,0,"Improve"
20,"Other streaming service",2,"Yes","Yes","Yes","Rock","Yes","No",135,"3","2","1","2","1","1","2","2","1","1","1","4","1","1","4","3",2,2,0,0,"No effect"
27,"Spotify",3,"Yes","No","No","Rock","Yes","Yes",105,"2","1","4","2","1","2","2","1","1","4","4","2","2","2","4","4",8,7,9,3,"Improve"
26,"Spotify",1,"Yes","No","No","Rock","Yes","Yes",126.375176157537,"2","2","3","3","1","1","1","1","2","4","2","4","2","2","4","3",6,1,0,4,"No effect"
24,"Spotify",2,"Yes","No","No","Pop","Yes","Yes",115,"1","1","1","1","1","3","2","2","1","2","1","4","4","3","2","2",6,6,3,6,"Improve"
20,"Spotify",1,"Yes","No","No","K pop","Yes","Yes",120,"3","1","2","1","3","1","2","4","1","3","1","4","3","1","2","1",8,7,1,1,"No effect"
21,"YouTube Music",0.5,"Yes","No","No","Pop","Yes","Yes",126.231159244735,"1","2","1","2","1","2","2","2","1","3","1","4","2","2","3","2",5,3,4,1,"Improve"
16,"Spotify",2,"Yes","No","No","Video game music","No","No",149,"4","1","1","1","1","1","1","1","1","1","1","2","1","2","1","4",6,2,4,3,"Improve"
21,"Spotify",11,"Yes","Yes","Yes","Metal","Yes","Yes",125,"2","2","3","2","2","4","3","2","2","4","4","4","3","4","4","4",5,6,6,0,"Improve"
27,"Spotify",10,"Yes","Yes","Yes","Jazz","Yes","Yes",132,"4","1","1","4","2","2","4","2","2","3","3","3","3","2","3","3",6,10,8,1,"Improve"
17,"Spotify",5,"Yes","Yes","No","Rock","Yes","No",110,"4","2","2","3","2","4","4","1","2","4","3","3","4","4","4","3",7,3,9,7,"Improve"
21,"Spotify",1.5,"Yes","Yes","No","Classical","Yes","Yes",110,"4","2","4","4","3","3","4","1","2","3","2","4","2","3","3","3",4,6,0,0,"No effect"
17,"Spotify",2,"Yes","No","No","Folk","Yes","Yes",116,"4","3","1","4","3","2","4","1","3","3","1","4","2","1","3","2",9,4,0,1,"Improve"
21,"Spotify",3,"No","No","No","Rap","Yes","Yes",145,"3","1","1","2","1","4","1","1","1","3","2","3","3","4","2","3",9,7,7,5,"Improve"
17,"YouTube Music",2,"No","No","Yes","Rock","Yes","No",118.876499662489,"3","3","3","4","2","3","3","1","1","1","3","3","3","3","4","3",5,10,2,7,"No effect"
36,"YouTube Music",3,"Yes","No","No","Country","No","Yes",105,"4","4","3","1","1","2","1","4","3","1","1","2","3","1","1","1",1,0,1,0,"Improve"
18,"Spotify",4,"No","No","No","R&B","Yes","Yes",80,"2","1","2","1","3","4","1","4","1","2","1","4","4","4","1","1",8,7,2,6,"Improve"
18,"Spotify",1,"No","No","No","K pop","No","Yes",100,"1","1","2","1","1","4","1","4","1","3","1","3","3","2","2","1",5,1,4,0,"Improve"
18,"Apple Music",5,"Yes","Yes","No","Latin","Yes","Yes",73,"4","3","2","1","1","3","2","3","4","3","1","4","3","2","3","1",10,6,0,0,"Improve"
18,"Apple Music",2,"Yes","No","No","R&B","Yes","No",80,"1","1","1","1","1","3","1","4","1","1","1","4","4","4","1","1",7,5,5,5,"Improve"
18,"Spotify",7,"Yes","No","No","Hip hop","Yes","Yes",118.426610840328,"4","2","1","1","2","4","4","2","1","3","1","3","3","3","2","2",3,1,0,3,"Improve"
18,"Spotify",2,"Yes","No","No","Rap","Yes","Yes",123.280146897723,"2","1","2","1","1","3","2","2","1","3","1","3","2","4","1","2",5,8,7,4,"Improve"
